0,0
4.99999999999549,3.33333333333033
1.57499999986777,1.04999999991184
1.79926915531116,1.19951277020744
1.89829798930312,1.26553199286875
1.94211769764371,1.29474513176247
1.96173861131988,1.30782574087992
1.97059145186502,1.31372763457668
1.9746014934209,1.31640099561393
1.97642131595881,1.31761421063921
1.9772479006387,1.31816526709246
1.97762349514447,1.31841566342964
1.97779419389827,1.31852946259885
1.97787177886183,1.31858118590788
1.97790704364271,1.31860469576181
1.97792307285887,1.31861538190591
1.97793035881875,1.3186202392125
1.97793367060889,1.3186224470726
1.97793517596602,1.31862345064401
1.97793586021884,1.31862390681256
1.97793617124277,1.31862411416184
1.97793631261726,1.31862420841151
1.97793637687839,1.31862425125226
1.97793640608799,1.31862427072533
1.97793641936508,1.31862427957672
1.97793642540012,1.31862428360008
1.97793642814332,1.31862428542888
1.97793642939023,1.31862428626016
1.97793642995701,1.31862428663801
1.97793643021464,1.31862428680976
1.97793643033174,1.31862428688783
1.97793643038497,1.31862428692331
1.97793643040916,1.31862428693944
1.97793643042016,1.31862428694678
1.97793643042516,1.31862428695011
1.97793643042743,1.31862428695162
1.97793643042847,1.31862428695231
1.97793643042894,1.31862428695262
1.97793643042915,1.31862428695277
1.97793643042925,1.31862428695283
1.97793643042929,1.31862428695286
1.97793643042931,1.31862428695287
1.97793643044627,1.31862428691976
1.97793643045925,1.31862428689441
1.97793643035997,1.31862428708838
1.97793643029372,1.31862428721782
1.97793643070677,1.31862428641082
1.97793643098442,1.31862428586835
1.9779386001335,1.3186200478784
1.97793643037977,1.3186242870497
1.97793643042656,1.31862428695829
